S.No.,College,Department,Pass out year,Certification,Certification from,Score
418,ACOE,EEE,2026,IT Specialist Python,Certiport,815
419,ACOE,EEE,2026,IT Specialist Python,Certiport,862
420,ACOE,EEE,2026,IT Specialist Python,Certiport,862
421,ACOE,EEE,2026,IT Specialist Python,Certiport,908
422,ACOE,EEE,2026,IT Specialist Python,Certiport,792
423,ACOE,EEE,2026,IT Specialist Python,Certiport,792
424,ACOE,EEE,2026,IT Specialist Python,Certiport,838
425,ACOE,EEE,2026,IT Specialist Python,Certiport,885
426,ACOE,EEE,2026,IT Specialist Python,Certiport,862
427,ACOE,EEE,2026,IT Specialist Python,Certiport,885
428,ACOE,EEE,2026,IT Specialist Python,Certiport,838
429,ACOE,EEE,2026,IT Specialist Python,Certiport,908
430,ACOE,EEE,2026,IT Specialist Python,Certiport,769
431,ACOE,EEE,2026,IT Specialist Python,Certiport,862
432,ACOE,EEE,2026,IT Specialist Python,Certiport,769
433,ACOE,EEE,2026,IT Specialist Python,Certiport,908
434,ACOE,EEE,2026,IT Specialist Python,Certiport,769
435,ACOE,EEE,2026,IT Specialist Python,Certiport,838
436,ACOE,EEE,2026,IT Specialist Python,Certiport,746
437,ACOE,EEE,2026,IT Specialist Python,Certiport,862
438,ACOE,MECH,2026,IT Specialist Python,Certiport,769
439,ACOE,MECH,2026,IT Specialist Python,Certiport,885
440,ACOE,MECH,2026,IT Specialist Python,Certiport,746
441,ACOE,MECH,2026,IT Specialist Python,Certiport,815
442,ACOE,MECH,2026,IT Specialist Python,Certiport,792
443,ACOE,MECH,2026,IT Specialist Python,Certiport,723
444,ACOE,MECH,2026,IT Specialist Python,Certiport,746
445,ACOE,MECH,2026,IT Specialist Python,Certiport,885
446,ACOE,MECH,2026,IT Specialist Python,Certiport,723
447,ACOE,MECH,2026,IT Specialist Python,Certiport,795
448,ACOE,MECH,2026,IT Specialist Python,Certiport,792
449,ACOE,MECH,2026,IT Specialist Python,Certiport,792
450,ACOE,MECH,2026,IT Specialist Python,Certiport,815
451,ACOE,MECH,2026,IT Specialist Python,Certiport,862
452,ACOE,MECH,2026,IT Specialist Python,Certiport,723
453,ACOE,MECH,2026,IT Specialist Python,Certiport,885
454,ACOE,MECH,2026,IT Specialist Python,Certiport,763
455,ACOE,MECH,2026,IT Specialist Python,Certiport,862
456,ACOE,MECH,2026,IT Specialist Python,Certiport,838
457,ACOE,MECH,2026,IT Specialist Python,Certiport,838
458,ACOE,MECH,2026,IT Specialist Python,Certiport,838
459,ACOE,MECH,2026,IT Specialist Python,Certiport,885
460,ACOE,MECH,2026,IT Specialist Python,Certiport,746
461,ACOE,MECH,2026,IT Specialist Python,Certiport,764
462,AEC,EEE,2026,IT Specialist Python,Certiport,838
463,AEC,EEE,2026,IT Specialist Python,Certiport,769
464,AEC,EEE,2026,IT Specialist Python,Certiport,862
465,AEC,EEE,2026,IT Specialist Python,Certiport,838
466,AEC,EEE,2026,IT Specialist Python,Certiport,838
467,AEC,EEE,2026,IT Specialist Python,Certiport,815
468,AEC,EEE,2026,IT Specialist Python,Certiport,885
469,AEC,EEE,2026,IT Specialist Python,Certiport,838
470,AEC,EEE,2026,IT Specialist Python,Certiport,769
471,AEC,EEE,2026,IT Specialist Python,Certiport,931
472,AEC,EEE,2026,IT Specialist Python,Certiport,838
473,AEC,EEE,2026,IT Specialist Python,Certiport,908
474,AEC,EEE,2026,IT Specialist Python,Certiport,815
475,AEC,EEE,2026,IT Specialist Python,Certiport,885
476,AEC,EEE,2026,IT Specialist Python,Certiport,838
477,AEC,EEE,2026,IT Specialist Python,Certiport,862
478,AEC,EEE,2026,IT Specialist Python,Certiport,815
479,AEC,EEE,2026,IT Specialist Python,Certiport,862
480,AEC,EEE,2026,IT Specialist Python,Certiport,815
481,AEC,EEE,2026,IT Specialist Python,Certiport,908
482,AEC,EEE,2026,IT Specialist Python,Certiport,838
483,AEC,EEE,2026,IT Specialist Python,Certiport,931
484,AEC,EEE,2026,IT Specialist Python,Certiport,815
485,AEC,EEE,2026,IT Specialist Python,Certiport,908
486,AEC,EEE,2026,IT Specialist Python,Certiport,746
487,AEC,EEE,2026,IT Specialist Python,Certiport,862
488,AEC,EEE,2026,IT Specialist Python,Certiport,815
489,AEC,EEE,2026,IT Specialist Python,Certiport,885
490,AEC,EEE,2026,IT Specialist Python,Certiport,769
491,AEC,EEE,2026,IT Specialist Python,Certiport,862
492,AEC,EEE,2026,IT Specialist Python,Certiport,815
493,AEC,EEE,2026,IT Specialist Python,Certiport,815
494,AEC,EEE,2026,IT Specialist Python,Certiport,885
495,AEC,EEE,2026,IT Specialist Python,Certiport,745
496,AEC,EEE,2026,IT Specialist Python,Certiport,885
497,AEC,EEE,2026,IT Specialist Python,Certiport,838
498,AEC,EEE,2026,IT Specialist Python,Certiport,862
499,AEC,EEE,2026,IT Specialist Python,Certiport,723
500,AEC,EEE,2026,IT Specialist Python,Certiport,862
501,AEC,EEE,2026,IT Specialist Python,Certiport,769
502,AEC,EEE,2026,IT Specialist Python,Certiport,885
503,AEC,EEE,2026,IT Specialist Python,Certiport,838
504,AEC,EEE,2026,IT Specialist Python,Certiport,885
505,AEC,EEE,2026,IT Specialist Python,Certiport,792
506,AEC,EEE,2026,IT Specialist Python,Certiport,908
507,AEC,EEE,2026,IT Specialist Python,Certiport,792
508,AEC,EEE,2026,IT Specialist Python,Certiport,835
509,AEC,EEE,2026,IT Specialist Python,Certiport,862
510,AEC,EEE,2026,IT Specialist Python,Certiport,815
511,AEC,EEE,2026,IT Specialist Python,Certiport,885
512,AEC,EEE,2026,IT Specialist Python,Certiport,815
513,AEC,EEE,2026,IT Specialist Python,Certiport,838
514,AEC,EEE,2026,IT Specialist Python,Certiport,792
515,AEC,EEE,2026,IT Specialist Python,Certiport,815
516,AEC,EEE,2026,IT Specialist Python,Certiport,815
517,AEC,EEE,2026,IT Specialist Python,Certiport,838
518,AEC,EEE,2026,IT Specialist Python,Certiport,792
519,AEC,EEE,2026,IT Specialist Python,Certiport,838
520,AEC,EEE,2026,IT Specialist Python,Certiport,746
521,AEC,EEE,2026,IT Specialist Python,Certiport,862
522,AEC,EEE,2026,IT Specialist Python,Certiport,838
523,AEC,EEE,2026,IT Specialist Python,Certiport,885
524,AEC,EEE,2026,IT Specialist Python,Certiport,792
525,AEC,EEE,2026,IT Specialist Python,Certiport,862
526,AEC,EEE,2026,IT Specialist Python,Certiport,792
527,AEC,EEE,2026,IT Specialist Python,Certiport,885
528,AEC,EEE,2026,IT Specialist Python,Certiport,815
529,AEC,EEE,2026,IT Specialist Python,Certiport,908
530,AEC,EEE,2026,IT Specialist Python,Certiport,838
531,AEC,EEE,2026,IT Specialist Python,Certiport,885
532,AEC,EEE,2026,IT Specialist Python,Certiport,838
533,AEC,EEE,2026,IT Specialist Python,Certiport,954
534,AEC,EEE,2026,IT Specialist Python,Certiport,815
535,AEC,EEE,2026,IT Specialist Python,Certiport,885
536,AEC,EEE,2026,IT Specialist Python,Certiport,862
537,AEC,EEE,2026,IT Specialist Python,Certiport,838
538,AEC,EEE,2026,IT Specialist Python,Certiport,931
539,AEC,EEE,2026,IT Specialist Python,Certiport,815
540,AEC,EEE,2026,IT Specialist Python,Certiport,931
541,AEC,EEE,2026,IT Specialist Python,Certiport,815
542,AEC,EEE,2026,IT Specialist Python,Certiport,885
543,AEC,EEE,2026,IT Specialist Python,Certiport,815
544,AEC,EEE,2026,IT Specialist Python,Certiport,908
545,AEC,EEE,2026,IT Specialist Python,Certiport,769
546,AEC,EEE,2026,IT Specialist Python,Certiport,885
547,AEC,EEE,2026,IT Specialist Python,Certiport,862
548,AEC,EEE,2026,IT Specialist Python,Certiport,862
549,AEC,EEE,2026,IT Specialist Python,Certiport,862
550,AEC,EEE,2026,IT Specialist Python,Certiport,838
551,AEC,EEE,2026,IT Specialist Python,Certiport,792
552,AEC,EEE,2026,IT Specialist Python,Certiport,885
553,AEC,EEE,2026,IT Specialist Python,Certiport,769
554,AEC,EEE,2026,IT Specialist Python,Certiport,931
555,AEC,EEE,2026,IT Specialist Python,Certiport,815
556,AEC,EEE,2026,IT Specialist Python,Certiport,931
557,AEC,MECH,2026,IT Specialist Python,Certiport,769
558,AEC,MECH,2026,IT Specialist Python,Certiport,885
559,AEC,MECH,2026,IT Specialist Python,Certiport,769
560,AEC,MECH,2026,IT Specialist Python,Certiport,885
561,AEC,MECH,2026,IT Specialist Python,Certiport,746
562,AEC,MECH,2026,IT Specialist Python,Certiport,885
563,AEC,MECH,2026,IT Specialist Python,Certiport,815
564,AEC,MECH,2026,IT Specialist Python,Certiport,908
565,AEC,MECH,2026,IT Specialist Python,Certiport,815
566,AEC,MECH,2026,IT Specialist Python,Certiport,885
567,AEC,MECH,2026,IT Specialist Python,Certiport,815
568,AEC,MECH,2026,IT Specialist Python,Certiport,885
569,AEC,MECH,2026,IT Specialist Python,Certiport,815
570,AEC,MECH,2026,IT Specialist Python,Certiport,815
571,AEC,MECH,2026,IT Specialist Python,Certiport,838
572,AEC,MECH,2026,IT Specialist Python,Certiport,862
573,AEC,MECH,2026,IT Specialist Python,Certiport,792
574,AEC,MECH,2026,IT Specialist Python,Certiport,838
575,AEC,MECH,2026,IT Specialist Python,Certiport,723
576,AEC,MECH,2026,IT Specialist Python,Certiport,746
577,AEC,MECH,2026,IT Specialist Python,Certiport,838
578,AEC,MECH,2026,IT Specialist Python,Certiport,838
579,AEC,MECH,2026,IT Specialist Python,Certiport,885
580,AEC,MECH,2026,IT Specialist Python,Certiport,792
581,AEC,MECH,2026,IT Specialist Python,Certiport,792
582,AEC,MECH,2026,IT Specialist Python,Certiport,815
583,AEC,MECH,2026,IT Specialist Python,Certiport,815
584,AEC,MECH,2026,IT Specialist Python,Certiport,838
585,AEC,MECH,2026,IT Specialist Python,Certiport,815
586,AEC,MECH,2026,IT Specialist Python,Certiport,838
587,AEC,MECH,2026,IT Specialist Python,Certiport,700
588,AEC,MECH,2026,IT Specialist Python,Certiport,838
589,AEC,MECH,2026,IT Specialist Python,Certiport,815
590,AEC,MECH,2026,IT Specialist Python,Certiport,908
591,AEC,MECH,2026,IT Specialist Python,Certiport,792
592,AEC,MECH,2026,IT Specialist Python,Certiport,792
593,AEC,MECH,2026,IT Specialist Python,Certiport,885
594,AEC,MECH,2026,IT Specialist Python,Certiport,723
595,AEC,MECH,2026,IT Specialist Python,Certiport,838
596,AEC,MECH,2026,IT Specialist Python,Certiport,792
597,AEC,MECH,2026,IT Specialist Python,Certiport,838
598,AEC,MECH,2026,IT Specialist Python,Certiport,815
599,AEC,MECH,2026,IT Specialist Python,Certiport,862
600,AEC,MECH,2026,IT Specialist Python,Certiport,769
601,AEC,MECH,2026,IT Specialist Python,Certiport,838
602,AEC,MECH,2026,IT Specialist Python,Certiport,793
603,AEC,MECH,2026,IT Specialist Python,Certiport,838
604,AEC,MECH,2026,IT Specialist Python,Certiport,756
605,AEC,MECH,2026,IT Specialist Python,Certiport,838
606,AEC,MECH,2026,IT Specialist Python,Certiport,723
607,AEC,MECH,2026,IT Specialist Python,Certiport,815
608,AEC,MECH,2026,IT Specialist Python,Certiport,792
609,AEC,MECH,2026,IT Specialist Python,Certiport,746
610,AEC,MECH,2026,IT Specialist Python,Certiport,838
611,AEC,MECH,2026,IT Specialist Python,Certiport,815
612,AEC,MECH,2026,IT Specialist Python,Certiport,792
613,AEC,MECH,2026,IT Specialist Python,Certiport,746
614,AEC,MECH,2026,IT Specialist Python,Certiport,792
615,AEC,MECH,2026,IT Specialist Python,Certiport,769
616,AEC,MECH,2026,IT Specialist Python,Certiport,931
617,AEC,MECH,2026,IT Specialist Python,Certiport,792
618,AEC,MECH,2026,IT Specialist Python,Certiport,838
619,AEC,MECH,2026,IT Specialist Python,Certiport,700
620,AEC,MECH,2026,IT Specialist Python,Certiport,834
621,ACET,DS,2026,IT Specialist Python,Certiport,792
622,ACOE,CSE,2026,IT Specialist Python,Certiport,815
623,ACOE,CSE,2026,IT Specialist Python,Certiport,862
624,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
625,ACET,CSE,2026,IT Specialist Python,Certiport,908
626,ACET,AI&ML,2026,IT Specialist Python,Certiport,908
627,ACET,CSE,2026,IT Specialist Python,Certiport,792
628,ACET,AI&ML,2026,IT Specialist Python,Certiport,831
629,ACET,IT,2026,IT Specialist Python,Certiport,862
630,ACET,CSE,2026,IT Specialist Python,Certiport,792
631,ACET,AI&ML,2026,IT Specialist Python,Certiport,838
632,ACET,AI&ML,2026,IT Specialist Python,Certiport,745
633,ACET,it,2026,IT Specialist Python,Certiport,862
634,ACOE,CSE,2026,IT Specialist Python,Certiport,815
635,ACET,DS,2026,IT Specialist Python,Certiport,769
636,ACET,DS,2026,IT Specialist Python,Certiport,885
637,ACET,DS,2026,IT Specialist Python,Certiport,862
638,ACET,DS,2026,IT Specialist Python,Certiport,815
639,ACET,DS,2026,IT Specialist Python,Certiport,815
640,ACET,DS,2026,IT Specialist Python,Certiport,862
641,ACET,DS,2026,IT Specialist Python,Certiport,792
642,ACET,DS,2026,IT Specialist Python,Certiport,862
643,ACET,DS,2026,IT Specialist Python,Certiport,792
644,ACET,DS,2026,IT Specialist Python,Certiport,862
645,ACET,DS,2026,IT Specialist Python,Certiport,769
646,ACET,DS,2026,IT Specialist Python,Certiport,862
647,ACET,DS,2026,IT Specialist Python,Certiport,815
648,ACET,DS,2026,IT Specialist Python,Certiport,885
649,ACET,DS,2026,IT Specialist Python,Certiport,862
650,ACET,DS,2026,IT Specialist Python,Certiport,792
651,ACET,DS,2026,IT Specialist Python,Certiport,838
652,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
653,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
654,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
655,ACET,AI&ML,2026,IT Specialist Python,Certiport,862
656,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
657,ACET,AI&ML,2026,IT Specialist Python,Certiport,862
658,ACET,AI&ML,2026,IT Specialist Python,Certiport,908
659,ACET,AI&ML,2026,IT Specialist Python,Certiport,746
660,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
661,ACET,AI&ML,2026,IT Specialist Python,Certiport,769
662,ACET,AI&ML,2026,IT Specialist Python,Certiport,931
663,ACET,AI&ML,2026,IT Specialist Python,Certiport,769
664,ACET,AI&ML,2026,IT Specialist Python,Certiport,746
665,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
666,ACET,AI&ML,2026,IT Specialist Python,Certiport,885
667,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
668,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
669,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
670,ACET,AI&ML,2026,IT Specialist Python,Certiport,908
671,ACET,AI&ML,2026,IT Specialist Python,Certiport,862
672,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
673,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
674,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
675,ACET,AI&ML,2026,IT Specialist Python,Certiport,769
676,ACET,AI&ML,2026,IT Specialist Python,Certiport,769
677,ACET,AI&ML,2026,IT Specialist Python,Certiport,795
678,ACET,AI&ML,2026,IT Specialist Python,Certiport,862
679,ACET,AI&ML,2026,IT Specialist Python,Certiport,815
680,ACET,AI&ML,2026,IT Specialist Python,Certiport,931
681,ACET,AI&ML,2026,IT Specialist Python,Certiport,818
682,ACET,AI&ML,2026,IT Specialist Python,Certiport,855
683,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
684,ACET,AI&ML,2026,IT Specialist Python,Certiport,862
685,ACET,AI&ML,2026,IT Specialist Python,Certiport,746
686,ACET,AI&ML,2026,IT Specialist Python,Certiport,885
687,ACET,AI&ML,2026,IT Specialist Python,Certiport,769
688,ACET,AI&ML,2026,IT Specialist Python,Certiport,885
689,ACET,AI&ML,2026,IT Specialist Python,Certiport,792
690,ACET,AI&ML,2026,IT Specialist Python,Certiport,908
691,ACET,IT,2026,IT Specialist Python,Certiport,838
692,ACET,IT,2026,IT Specialist Python,Certiport,885
693,ACET,IT,2026,IT Specialist Python,Certiport,838
694,ACET,IT,2026,IT Specialist Python,Certiport,838
695,ACET,IT,2026,IT Specialist Python,Certiport,791
696,ACET,IT,2026,IT Specialist Python,Certiport,862
697,ACET,IT,2026,IT Specialist Python,Certiport,769
698,ACET,IT,2026,IT Specialist Python,Certiport,885
699,ACET,IT,2026,IT Specialist Python,Certiport,815
700,ACET,IT,2026,IT Specialist Python,Certiport,885
701,ACET,IT,2026,IT Specialist Python,Certiport,792
702,ACET,IT,2026,IT Specialist Python,Certiport,885
703,ACET,CSE,2026,IT Specialist Python,Certiport,769
704,ACET,CSE,2026,IT Specialist Python,Certiport,838
705,ACET,CSE,2026,IT Specialist Python,Certiport,838
706,ACET,CSE,2026,IT Specialist Python,Certiport,792
707,ACET,CSE,2026,IT Specialist Python,Certiport,862
708,ACET,CSE,2026,IT Specialist Python,Certiport,792
709,ACET,CSE,2026,IT Specialist Python,Certiport,862
710,ACET,CSE,2026,IT Specialist Python,Certiport,769
711,ACET,CSE,2026,IT Specialist Python,Certiport,862
712,ACET,CSE,2026,IT Specialist Python,Certiport,769
713,ACET,CSE,2026,IT Specialist Python,Certiport,838
714,ACET,CSE,2026,IT Specialist Python,Certiport,838
715,ACET,CSE,2026,IT Specialist Python,Certiport,783
716,ACET,CSE,2026,IT Specialist Python,Certiport,838
717,ACET,CSE,2026,IT Specialist Python,Certiport,792
718,ACET,CSE,2026,IT Specialist Python,Certiport,815
719,ACET,CSE,2026,IT Specialist Python,Certiport,792
720,ACET,CSE,2026,IT Specialist Python,Certiport,908
721,ACET,CSE,2026,IT Specialist Python,Certiport,792
722,ACET,CSE,2026,IT Specialist Python,Certiport,838
723,ACET,CSE,2026,IT Specialist Python,Certiport,815
724,ACET,CSE,2026,IT Specialist Python,Certiport,815
725,ACET,CSE,2026,IT Specialist Python,Certiport,769
726,ACET,CSE,2026,IT Specialist Python,Certiport,862
727,ACET,CSE,2026,IT Specialist Python,Certiport,792
728,ACET,CSE,2026,IT Specialist Python,Certiport,769
729,ACET,CSE,2026,IT Specialist Python,Certiport,815
730,ACET,CSE,2026,IT Specialist Python,Certiport,838
731,ACET,CSE,2026,IT Specialist Python,Certiport,769
732,ACET,CSE,2026,IT Specialist Python,Certiport,908
733,ACET,CSE,2026,IT Specialist Python,Certiport,838
734,ACET,CSE,2026,IT Specialist Python,Certiport,838
735,ACET,CSE,2026,IT Specialist Python,Certiport,815
736,ACET,CSE,2026,IT Specialist Python,Certiport,862
737,ACET,CSE,2026,IT Specialist Python,Certiport,792
738,ACET,CSE,2026,IT Specialist Python,Certiport,792
739,ACET,CSE,2026,IT Specialist Python,Certiport,792
740,ACET,CSE,2026,IT Specialist Python,Certiport,838
741,ACET,CSE,2026,IT Specialist Python,Certiport,815
742,ACET,CSE,2026,IT Specialist Python,Certiport,885
743,ACET,CSE,2026,IT Specialist Python,Certiport,838
744,ACET,CSE,2026,IT Specialist Python,Certiport,838
745,ACET,CSE,2026,IT Specialist Python,Certiport,792
746,ACET,CSE,2026,IT Specialist Python,Certiport,838
747,ACET,CSE,2026,IT Specialist Python,Certiport,792
748,ACET,CSE,2026,IT Specialist Python,Certiport,862
749,ACET,CSE,2026,IT Specialist Python,Certiport,815
750,ACET,CSE,2026,IT Specialist Python,Certiport,862
751,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
752,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
753,ACOE,AI&ML,2026,IT Specialist Python,Certiport,769
754,ACOE,AI&ML,2026,IT Specialist Python,Certiport,792
755,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
756,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
757,ACOE,AI&ML,2026,IT Specialist Python,Certiport,838
758,ACOE,AI&ML,2026,IT Specialist Python,Certiport,769
759,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
760,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
761,ACOE,AI&ML,2026,IT Specialist Python,Certiport,746
762,ACOE,AI&ML,2026,IT Specialist Python,Certiport,838
763,ACOE,AI&ML,2026,IT Specialist Python,Certiport,769
764,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
765,ACOE,AI&ML,2026,IT Specialist Python,Certiport,769
766,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
767,ACOE,AI&ML,2026,IT Specialist Python,Certiport,723
768,ACOE,AI&ML,2026,IT Specialist Python,Certiport,838
769,ACOE,AI&ML,2026,IT Specialist Python,Certiport,792
770,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
771,ACOE,AI&ML,2026,IT Specialist Python,Certiport,746
772,ACOE,AI&ML,2026,IT Specialist Python,Certiport,838
773,ACOE,AI&ML,2026,IT Specialist Python,Certiport,723
774,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
775,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
776,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
777,ACOE,AI&ML,2026,IT Specialist Python,Certiport,756
778,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
779,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
780,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
781,ACOE,AI&ML,2026,IT Specialist Python,Certiport,792
782,ACOE,AI&ML,2026,IT Specialist Python,Certiport,792
783,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
784,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
785,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
786,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
787,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
788,ACOE,AI&ML,2026,IT Specialist Python,Certiport,723
789,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
790,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
791,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
792,ACOE,AI&ML,2026,IT Specialist Python,Certiport,815
793,ACOE,AI&ML,2026,IT Specialist Python,Certiport,885
794,ACOE,AI&ML,2026,IT Specialist Python,Certiport,792
795,ACOE,AI&ML,2026,IT Specialist Python,Certiport,862
796,ACOE,CSE,2026,IT Specialist Python,Certiport,769
